1 125141450.470000
1 140574072.974700
1 151727718.519747
1 159502859.355197
1 165613726.763552
1 155882149.157636
1 179768266.451576
1 165336485.954516
1 157013656.839545
1 156956166.048395
1 158794976.050484
1 157813191.990505
1 158214653.809905
1 158224660.748099
1 157652541.447481
1 160126120.404475
1 167315654.334045
1 164712583.643340
1 161739241.386433
1 160822511.793864
1 160631523.057939
1 161936552.430579
1 163522505.344306
1 162450879.213443
1 162988514.922134
1 159432061.369221
1 160348509.513692
1 159357126.585137
1 158337115.315851
1 158427049.843159
1 156482858.648432
1 176743435.976484
